#timestamp total_cpu total_mem
127 30.732456 21.216664
128 30.732456 21.216664
129 30.732456 21.216664
130 30.732456 21.216664
131 30.732456 21.216664
132 30.732456 21.216664
133 30.732456 21.216664
134 30.732456 21.216664
135 30.732456 21.216664
136 30.732456 21.216664
137 30.732456 21.216664
138 30.732456 21.216664
139 30.732456 21.216664
140 30.732456 21.216664
141 30.732456 21.216664
142 30.732456 21.216664
143 30.732456 21.216664
144 30.732456 21.216664
145 30.732456 21.216664
146 30.732456 21.216664
147 30.732456 21.216664
148 30.732456 21.216664
149 30.732456 21.216664
150 30.732456 21.216664
151 30.732456 21.216664
152 30.732456 21.216664
153 30.732456 21.216664
154 30.732456 21.216664
155 30.732456 21.216664
156 30.732456 21.216664
157 30.732456 21.216664
158 30.732456 21.216664
159 30.732456 21.216664
160 30.732456 21.216664
161 30.732456 21.216664
162 30.732456 21.216664
163 30.732456 21.216664
164 30.732456 21.216664
165 30.732456 21.216664
166 30.732456 21.216664
167 30.732456 21.216664
168 30.732456 21.216664
169 30.732456 21.216664
170 30.732456 21.216664
171 30.732456 21.216664
172 30.732456 21.216664
173 30.732456 21.216664
174 30.732456 21.216664
175 30.732456 21.216664
176 30.732456 21.216664
177 30.732456 21.216664
178 30.732456 21.216664
179 30.732456 21.216664
180 30.732456 21.216664
181 30.732456 21.216664
182 30.732456 21.216664
183 30.732456 21.216664
184 30.732456 21.216664
185 30.732456 21.216664
186 30.732456 21.216664
187 30.732456 21.216664
188 30.732456 21.216664
189 30.732456 21.216664
190 30.732456 21.216664
191 30.732456 21.216664
192 30.732456 21.216664
193 30.732456 21.216664
194 30.732456 21.216664
195 30.732456 21.216664
196 30.732456 21.216664
197 30.732456 21.216664
198 30.732456 21.216664
199 30.732456 21.216664
200 30.732456 21.216664
201 30.732456 21.216664
202 30.732456 21.216664
203 30.732456 21.216664
204 30.732456 21.216664
205 30.732456 21.216664
206 30.732456 21.216664
207 30.732456 21.216664
208 30.732456 21.216664
209 30.732456 21.216664
210 30.732456 21.216664
211 30.732456 21.216664
212 30.732456 21.216664
213 30.732456 21.216664
214 30.732456 21.216664
215 30.732456 21.216664
216 30.732456 21.216664
217 30.732456 21.216664
218 30.732456 21.216664
219 30.732456 21.216664
220 30.732456 21.216664
221 30.732456 21.216664
222 30.732456 21.216664
223 30.732456 21.216664
224 30.732456 21.216664
225 30.732456 21.216664
226 30.732456 21.216664
227 30.732456 21.216664
228 30.732456 21.216664
229 30.732456 21.216664
230 30.732456 21.216664
231 30.732456 21.216664
232 30.732456 21.216664
233 30.732456 21.216664
234 30.732456 21.216664
235 30.732456 21.216664
236 30.732456 21.216664
237 30.732456 21.216664
238 30.732456 21.216664
239 30.732456 21.216664
240 30.732456 21.216664
241 30.732456 21.216664
242 30.732456 21.216664
243 30.732456 21.216664
244 30.732456 21.216664
245 30.732456 21.216664
246 30.732456 21.216664
247 30.732456 21.216664
248 30.732456 21.216664
249 30.732456 21.216664
250 30.732456 21.216664
251 30.732456 21.216664
252 30.732456 21.216664
253 30.732456 21.216664
254 30.732456 21.216664
255 30.732456 21.216664
256 30.732456 21.216664
257 30.732456 21.216664
258 30.732456 21.216664
259 30.732456 21.216664
260 30.732456 21.216664
261 30.732456 21.216664
262 30.732456 21.216664
263 30.732456 21.216664
264 30.732456 21.216664
265 30.732456 21.216664
266 30.732456 21.216664
267 30.732456 21.216664
268 30.732456 21.216664
269 30.732456 21.216664
270 30.732456 21.216664
271 30.732456 21.216664
272 30.732456 21.216664
273 30.732456 21.216664
274 30.732456 21.216664
275 30.732456 21.216664
276 30.732456 21.216664
277 30.732456 21.216664
278 30.732456 21.216664
279 30.732456 21.216664
280 30.732456 21.216664
281 30.732456 21.216664
282 30.732456 21.216664
283 30.732456 21.216664
284 30.732456 21.216664
285 30.732456 21.216664
286 30.732456 21.216664
287 30.732456 21.216664
288 30.732456 21.216664
289 30.732456 21.216664
290 30.732456 21.216664
291 30.732456 21.216664
292 30.732456 21.216664
293 30.732456 21.216664
294 30.732456 21.216664
295 30.732456 21.216664
296 30.732456 21.216664
297 30.732456 21.216664
298 30.732456 21.216664
299 30.732456 21.216664
300 30.732456 21.216664
301 30.732456 21.216664
302 30.732456 21.216664
303 30.732456 21.216664
304 30.732456 21.216664
305 30.732456 21.216664
306 30.732456 21.216664
307 30.732456 21.216664
308 30.732456 21.216664
309 30.732456 21.216664
310 30.732456 21.216664
311 30.732456 21.216664
312 30.732456 21.216664
313 30.732456 21.216664
314 30.732456 21.216664
315 30.732456 21.216664
316 30.732456 21.216664
317 30.732456 21.216664
318 30.732456 21.216664
319 30.732456 21.216664
320 30.732456 21.216664
321 30.732456 21.216664
322 30.732456 21.216664
323 30.732456 21.216664
324 30.732456 21.216664
325 30.732456 21.216664
326 30.732456 21.216664
327 30.732456 21.216664
328 30.732456 21.216664
329 30.732456 21.216664
330 30.732456 21.216664
331 30.732456 21.216664
332 30.732456 21.216664
333 30.732456 21.216664
334 30.732456 21.216664
335 30.732456 21.216664
336 30.732456 21.216664
337 30.732456 21.216664
338 30.732456 21.216664
339 30.732456 21.216664
340 30.732456 21.216664
341 30.732456 21.216664
342 30.732456 21.216664
343 30.732456 21.216664
344 30.732456 21.216664
345 30.732456 21.216664
346 30.732456 21.216664
347 30.732456 21.216664
348 30.732456 21.216664
349 30.732456 21.216664
350 30.732456 21.216664
351 30.732456 21.216664
352 30.732456 21.216664
353 30.732456 21.216664
354 30.732456 21.216664
355 30.732456 21.216664
356 30.732456 21.216664
357 30.732456 21.216664
358 30.732456 21.216664
359 30.732456 21.216664
360 30.732456 21.216664
361 30.732456 21.216664
362 30.732456 21.216664
363 30.732456 21.216664
364 30.732456 21.216664
365 30.732456 21.216664
366 30.732456 21.216664
367 30.732456 21.216664
368 30.732456 21.216664
369 30.732456 21.216664
370 30.732456 21.216664
371 30.732456 21.216664
372 30.732456 21.216664
373 30.732456 21.216664
374 30.732456 21.216664
375 30.732456 21.216664
376 30.732456 21.216664
377 30.732456 21.216664
378 30.732456 21.216664
379 30.732456 21.216664
380 30.732456 21.216664
381 30.732456 21.216664
382 30.732456 21.216664
383 30.732456 21.216664
384 30.732456 21.216664
385 30.732456 21.216664
386 30.732456 21.216664
387 30.732456 21.216664
388 30.732456 21.216664
389 30.732456 21.216664
390 30.732456 21.216664
391 30.732456 21.216664
392 30.732456 21.216664
393 30.732456 21.216664
394 30.732456 21.216664
395 30.732456 21.216664
396 30.732456 21.216664
397 30.732456 21.216664
398 30.732456 21.216664
399 30.732456 21.216664
400 30.732456 21.216664
401 30.732456 21.216664
402 30.732456 21.216664
403 30.732456 21.216664
404 30.732456 21.216664
405 30.732456 21.216664
406 30.732456 21.216664
407 30.732456 21.216664
408 30.732456 21.216664
409 30.732456 21.216664
410 30.732456 21.216664
411 30.732456 21.216664
412 30.732456 21.216664
413 30.732456 21.216664
414 30.732456 21.216664
415 30.732456 21.216664
416 30.732456 21.216664
417 30.732456 21.216664
418 30.732456 21.216664
419 30.732456 21.216664
420 30.732456 21.216664
421 30.732456 21.216664
422 30.732456 21.216664
423 30.732456 21.216664
424 30.732456 21.216664
425 30.732456 21.216664
426 30.732456 21.216664
427 30.732456 21.216664
428 30.732456 21.216664
429 30.732456 21.216664
430 30.732456 21.216664
431 30.732456 21.216664
432 30.732456 21.216664
433 30.732456 21.216664
434 30.732456 21.216664
435 30.732456 21.216664
436 30.732456 21.216664
437 30.732456 21.216664
438 30.732456 21.216664
439 30.732456 21.216664
440 30.732456 21.216664
441 30.732456 21.216664
442 30.732456 21.216664
443 30.732456 21.216664
444 30.732456 21.216664
445 30.732456 21.216664
446 30.732456 21.216664
447 30.732456 21.216664
448 30.732456 21.216664
449 30.732456 21.216664
450 30.732456 21.216664
451 30.732456 21.216664
452 30.732456 21.216664
453 30.732456 21.216664
454 30.732456 21.216664
455 30.732456 21.216664
456 30.732456 21.216664
457 30.732456 21.216664
458 30.732456 21.216664
459 30.732456 21.216664
460 30.732456 21.216664
461 30.732456 21.216664
462 30.732456 21.216664
463 30.732456 21.216664
464 30.732456 21.216664
465 30.732456 21.216664
466 30.732456 21.216664
467 30.732456 21.216664
468 30.732456 21.216664
469 30.732456 21.216664
470 30.732456 21.216664
471 30.732456 21.216664
472 30.732456 21.216664
473 30.732456 21.216664
474 30.732456 21.216664
475 30.732456 21.216664
476 30.732456 21.216664
477 30.732456 21.216664
478 30.732456 21.216664
479 30.732456 21.216664
480 30.732456 21.216664
481 30.732456 21.216664
482 30.732456 21.216664
483 30.732456 21.216664
484 30.732456 21.216664
485 30.732456 21.216664
486 30.732456 21.216664
487 30.732456 21.216664
488 30.732456 21.216664
489 30.732456 21.216664
490 30.732456 21.216664
491 30.732456 21.216664
492 30.732456 21.216664
493 30.732456 21.216664
494 30.732456 21.216664
495 30.732456 21.216664
496 30.732456 21.216664
497 30.732456 21.216664
498 30.732456 21.216664
499 30.732456 21.216664
500 30.732456 21.216664
501 30.732456 21.216664
502 30.732456 21.216664
503 30.732456 21.216664
504 30.732456 21.216664
505 30.732456 21.216664
506 30.732456 21.216664
507 30.732456 21.216664
508 30.732456 21.216664
509 30.732456 21.216664
510 30.732456 21.216664
511 30.732456 21.216664
512 30.732456 21.216664
513 30.732456 21.216664
514 30.732456 21.216664
515 30.732456 21.216664
516 30.732456 21.216664
517 30.732456 21.216664
518 30.732456 21.216664
519 30.732456 21.216664
520 30.732456 21.216664
521 30.732456 21.216664
522 30.732456 21.216664
523 30.732456 21.216664
524 30.732456 21.216664
525 30.732456 21.216664
526 30.732456 21.216664
527 30.732456 21.216664
528 30.732456 21.216664
529 30.732456 21.216664
530 30.732456 21.216664
531 30.732456 21.216664
532 30.732456 21.216664
533 30.732456 21.216664
534 30.732456 21.216664
535 30.732456 21.216664
536 30.732456 21.216664
537 30.732456 21.216664
538 30.732456 21.216664
539 30.732456 21.216664
540 30.732456 21.216664
541 30.732456 21.216664
542 30.732456 21.216664
543 30.732456 21.216664
544 30.732456 21.216664
545 30.732456 21.216664
546 30.732456 21.216664
547 30.732456 21.216664
548 30.732456 21.216664
549 30.732456 21.216664
550 30.732456 21.216664
551 30.732456 21.216664
552 30.732456 21.216664
553 30.732456 21.216664
554 30.732456 21.216664
555 30.732456 21.216664
556 30.732456 21.216664
557 30.732456 21.216664
558 30.732456 21.216664
559 30.732456 21.216664
560 30.732456 21.216664
561 30.732456 21.216664
562 30.732456 21.216664
563 30.732456 21.216664
564 30.732456 21.216664
565 30.732456 21.216664
566 30.732456 21.216664
567 30.732456 21.216664
568 30.732456 21.216664
569 30.732456 21.216664
570 30.732456 21.216664
571 30.732456 21.216664
572 30.732456 21.216664
573 30.732456 21.216664
574 30.732456 21.216664
575 30.732456 21.216664
576 30.732456 21.216664
577 30.732456 21.216664
578 30.732456 21.216664
579 30.732456 21.216664
580 30.732456 21.216664
581 30.732456 21.216664
582 30.732456 21.216664
583 30.732456 21.216664
584 30.732456 21.216664
585 30.732456 21.216664
586 30.732456 21.216664
587 30.732456 21.216664
588 30.732456 21.216664
589 30.732456 21.216664
590 30.732456 21.216664
591 30.732456 21.216664
592 30.732456 21.216664
593 30.732456 21.216664
594 30.732456 21.216664
595 30.732456 21.216664
596 30.732456 21.216664
597 30.732456 21.216664
598 30.732456 21.216664
599 30.732456 21.216664
600 30.732456 21.216664
601 30.732456 21.216664
602 30.732456 21.216664
603 30.732456 21.216664
604 30.732456 21.216664
605 30.732456 21.216664
606 30.732456 21.216664
607 30.732456 21.216664
608 30.732456 21.216664
609 30.732456 21.216664
610 29.932616 21.051144
611 29.932616 21.051144
612 29.932616 21.051144
613 29.932616 21.051144
614 29.932616 21.051144
615 29.932616 21.051144
616 29.932616 21.051144
617 29.932616 21.051144
618 29.932616 21.051144
619 29.932616 21.051144
620 29.932616 21.051144
621 29.932616 21.051144
622 29.932616 21.051144
623 29.932616 21.051144
624 29.932616 21.051144
625 29.932616 21.051144
626 29.932616 21.051144
627 29.932616 21.051144
628 29.932616 21.051144
629 29.932616 21.051144
630 29.932616 21.051144
631 29.932616 21.051144
632 29.932616 21.051144
633 29.732696 20.414424
634 29.732696 20.414424
635 29.732696 20.414424
636 29.532776 20.147304
637 29.532776 20.147304
638 29.532776 20.147304
639 29.532776 20.147304
640 29.532776 20.147304
641 29.532776 20.147304
642 29.532776 20.147304
643 29.532776 20.147304
644 29.532776 20.147304
645 29.532776 20.147304
646 29.532776 20.147304
647 29.532776 20.147304
648 29.532776 20.147304
649 29.532776 20.147304
650 29.532776 20.147304
651 29.532776 20.147304
652 29.532776 20.147304
653 29.532776 20.147304
654 29.532776 20.147304
655 29.532776 20.147304
656 29.532776 20.147304
657 29.532776 20.147304
658 29.532776 20.147304
659 29.532776 20.147304
660 29.532776 20.147304
661 29.532776 20.147304
662 29.532776 20.147304
663 29.532776 20.147304
664 29.532776 20.147304
665 29.532776 20.147304
666 29.532776 20.147304
667 29.532776 20.147304
668 29.532776 20.147304
669 29.532776 20.147304
670 29.532776 20.147304
671 29.532776 20.147304
672 29.532776 20.147304
673 29.532776 20.147304
674 29.532776 20.147304
675 29.532776 20.147304
676 29.532776 20.147304
677 29.332856 19.510584
678 29.332856 19.510584
679 29.332856 19.510584
680 29.332856 19.510584
681 29.332856 19.510584
682 29.332856 19.510584
683 29.332856 19.510584
684 29.332856 19.510584
685 29.332856 19.510584
686 29.332856 19.510584
687 29.332856 19.510584
688 29.332856 19.510584
689 29.332856 19.510584
690 29.332856 19.510584
691 29.332856 19.510584
692 29.332856 19.510584
693 29.332856 19.510584
694 29.332856 19.510584
695 29.332856 19.510584
696 29.332856 19.510584
697 29.332856 19.510584
698 29.332856 19.510584
699 29.332856 19.510584
700 29.332856 19.510584
701 29.332856 19.510584
702 29.332856 19.510584
703 29.332856 19.510584
704 29.332856 19.510584
705 29.332856 19.510584
706 29.332856 19.510584
707 29.332856 19.510584
708 29.332856 19.510584
709 29.332856 19.510584
710 29.332856 19.510584
711 29.332856 19.510584
712 29.332856 19.510584
713 29.332856 19.510584
714 29.332856 19.510584
715 29.332856 19.510584
716 29.332856 19.510584
717 29.332856 19.510584
718 29.332856 19.510584
719 29.332856 19.510584
720 29.332856 19.510584
721 29.332856 19.510584
722 29.332856 19.510584
723 29.332856 19.510584
724 29.332856 19.510584
725 29.332856 19.510584
726 29.332856 19.510584
727 29.332856 19.510584
728 29.332856 19.510584
729 29.332856 19.510584
730 29.332856 19.510584
731 29.082856 19.436
732 29.082856 19.436
733 29.082856 19.436
734 29.082856 19.436
735 29.082856 19.436
736 29.082856 19.436
737 29.082856 19.436
738 28.882936 19.16888
739 28.882936 19.16888
740 28.882936 19.16888
741 28.683016 18.90176
742 28.683016 18.90176
743 28.683016 18.90176
744 28.683016 18.90176
745 28.683016 18.90176
746 28.683016 18.90176
747 28.683016 18.90176
748 28.683016 18.90176
749 28.483096 18.63464
750 28.483096 18.63464
751 28.483096 18.63464
752 28.483096 18.63464
753 28.483096 18.63464
754 28.483096 18.63464
755 28.483096 18.63464
756 28.483096 18.63464
757 28.483096 18.63464
758 28.483096 18.63464
759 28.483096 18.63464
760 29.882536 20.50448
761 29.882536 20.50448
762 29.882536 20.50448
763 31.481896 22.64144
764 31.481896 22.64144
765 31.481896 22.64144
766 30.981896 22.32312
767 30.981896 22.32312
768 30.781976 22.056
769 30.781976 22.056
770 30.781976 22.056
771 30.781976 22.056
772 30.856928 22.13984
773 30.856928 22.13984
774 30.856928 22.13984
775 30.856928 22.13984
776 30.856928 22.13984
777 30.856928 22.13984
778 30.856928 22.13984
779 30.657008 21.87272
780 30.657008 21.87272
781 30.657008 21.87272
782 30.457088 21.6056
783 30.457088 21.6056
784 30.457088 21.6056
785 30.457088 21.6056
786 30.457088 21.6056
787 30.457088 21.6056
788 30.257168 20.96888
789 30.257168 20.96888
790 30.257168 20.96888
791 30.257168 20.96888
792 30.057248 20.33216
793 30.057248 20.33216
794 30.057248 20.33216
795 30.057248 20.33216
796 30.057248 20.33216
797 30.057248 20.33216
798 30.057248 20.33216
799 30.057248 20.33216
800 30.057248 20.33216
801 30.057248 20.33216
802 30.057248 20.33216
803 30.057248 20.33216
804 30.057248 20.33216
805 30.057248 20.33216
806 30.057248 20.33216
807 30.057248 20.33216
808 30.057248 20.33216
809 30.057248 20.33216
810 30.057248 20.33216
811 30.057248 20.33216
812 30.057248 20.33216
813 30.057248 20.33216
814 30.057248 20.33216
815 30.057248 20.33216
816 30.057248 20.33216
817 29.857328 20.06504
818 29.857328 20.06504
819 29.857328 20.06504
820 29.857328 20.06504
821 29.857328 20.06504
822 29.857328 20.06504
823 29.857328 20.06504
824 29.857328 20.06504
825 29.857328 20.06504
826 29.857328 20.06504
827 29.857328 20.06504
828 29.857328 20.06504
829 29.857328 20.06504
830 29.857328 20.06504
831 29.857328 20.06504
832 29.857328 20.06504
833 29.857328 20.06504
834 29.857328 20.06504
835 29.857328 20.06504
836 29.857328 20.06504
837 29.857328 20.06504
838 29.857328 20.06504
839 29.857328 20.06504
840 29.857328 20.06504
841 29.857328 20.06504
842 29.857328 20.06504
843 29.857328 20.06504
844 29.857328 20.06504
845 29.857328 20.06504
846 29.857328 20.06504
847 29.857328 20.06504
848 29.857328 20.06504
849 29.857328 20.06504
850 29.857328 20.06504
851 29.857328 20.06504
852 29.857328 20.06504
853 29.857328 20.06504
854 29.857328 20.06504
855 29.857328 20.06504
856 29.857328 20.06504
857 29.857328 20.06504
858 29.857328 20.06504
859 29.857328 20.06504
860 29.857328 20.06504
861 29.857328 20.06504
862 29.857328 20.06504
863 29.857328 20.06504
864 29.857328 20.06504
865 29.857328 20.06504
866 29.857328 20.06504
867 29.857328 20.06504
868 29.857328 20.06504
869 29.857328 20.06504
870 29.857328 20.06504
871 29.857328 20.06504
872 31.456688 22.202
873 31.456688 22.202
874 31.456688 22.202
875 31.456688 22.202
876 31.456688 22.202
877 31.456688 22.202
878 31.456688 22.202
879 31.456688 22.202
880 31.456688 22.202
881 31.456688 22.202
882 31.456688 22.202
883 31.456688 22.202
884 31.456688 22.202
885 31.456688 22.202
886 31.456688 22.202
887 31.456688 22.202
888 31.456688 22.202
889 31.456688 22.202
890 31.456688 22.202
891 31.456688 22.202
892 31.456688 22.202
893 31.456688 22.202
894 31.456688 22.202
895 31.456688 22.202
896 31.456688 22.202
897 31.456688 22.202
898 31.456688 22.202
899 31.456688 22.202
900 31.456688 22.202
901 31.456688 22.202
902 31.456688 22.202
903 31.456688 22.202
904 31.456688 22.202
905 31.456688 22.202
906 31.381736 22.11816
907 31.381736 22.11816
908 31.381736 22.11816
909 31.381736 22.11816
910 31.381736 22.11816
911 31.381736 22.11816
912 31.381736 22.11816
913 31.381736 22.11816
914 31.381736 22.11816
915 31.381736 22.11816
916 31.381736 22.11816
917 31.381736 22.11816
918 31.381736 22.11816
919 31.381736 22.11816
920 31.381736 22.11816
921 31.381736 22.11816
922 31.381736 22.11816
923 31.381736 22.11816
924 31.381736 22.11816
925 31.381736 22.11816
926 31.381736 22.11816
927 31.381736 22.11816
928 31.381736 22.11816
929 31.381736 22.11816
930 31.381736 22.11816
931 30.981896 21.58392
932 30.981896 21.58392
933 30.981896 21.58392
934 30.981896 21.58392
935 30.981896 21.58392
936 30.981896 21.58392
937 30.781976 21.3168
938 30.781976 21.3168
939 30.781976 21.3168
940 30.781976 21.3168
941 30.781976 21.3168
942 30.781976 21.3168
943 30.582056 21.04968
944 30.582056 21.04968
945 30.582056 21.04968
946 30.582056 21.04968
947 30.582056 21.04968
948 30.582056 21.04968
949 30.582056 21.04968
950 30.582056 21.04968
951 30.582056 21.04968
952 30.582056 21.04968
953 30.582056 21.04968
954 30.382136 20.78256
955 30.382136 20.78256
956 30.382136 20.78256
957 30.382136 20.78256
958 30.182216 20.51544
959 30.182216 20.51544
960 30.182216 20.51544
961 30.182216 20.51544
962 30.182216 20.51544
963 30.182216 20.51544
964 30.182216 20.51544
965 30.182216 20.51544
966 30.182216 20.51544
967 29.982296 20.24832
968 29.782376 19.9812
969 29.782376 19.9812
970 29.782376 19.9812
971 29.782376 19.9812
972 29.782376 19.9812
973 29.782376 19.9812
974 29.782376 19.9812
975 29.582456 19.71408
976 29.582456 19.71408
977 29.582456 19.71408
978 29.382536 19.44696
979 29.382536 19.44696
980 29.182616 19.17984
981 29.182616 19.17984
982 29.182616 19.17984
983 29.182616 19.17984
984 29.182616 19.17984
985 29.182616 19.17984
986 29.182616 19.17984
987 29.182616 19.17984
988 29.182616 19.17984
989 29.182616 19.17984
990 29.182616 19.17984
991 29.182616 19.17984
992 29.282616 19.30408
993 29.282616 19.30408
994 29.282616 19.30408
995 29.282616 19.30408
996 29.282616 19.30408
997 29.282616 19.30408
998 29.082696 19.03696
999 29.082696 19.03696
1000 29.082696 19.03696
1001 29.082696 19.03696
1002 29.082696 19.03696
1003 29.082696 19.03696
1004 28.882776 18.76984
1005 28.882776 18.76984
1006 28.882776 18.76984
1007 28.882776 18.76984
1008 28.882776 18.76984
1009 28.882776 18.76984
1010 28.882776 18.76984
1011 28.882776 18.76984
1012 28.882776 18.76984
1013 28.882776 18.76984
1014 28.882776 18.76984
1015 28.682856 18.50272
1016 28.682856 18.50272
1017 28.682856 18.50272
1018 28.682856 18.50272
1019 28.682856 18.50272
1020 28.682856 18.50272
1021 28.682856 18.50272
1022 28.682856 18.50272
1023 28.682856 18.50272
1024 28.682856 18.50272
1025 28.682856 18.50272
1026 28.682856 18.50272
1027 28.682856 18.50272
1028 28.682856 18.50272
1029 28.682856 18.50272
1030 28.682856 18.50272
1031 28.682856 18.50272
1032 28.682856 18.50272
1033 28.682856 18.50272
1034 28.682856 18.50272
1035 28.682856 18.50272
1036 28.482936 18.2356
1037 28.482936 18.2356
1038 28.482936 18.2356
1039 28.482936 18.2356
1040 28.482936 18.2356
1041 28.482936 18.2356
1042 28.482936 18.2356
1043 28.482936 18.2356
1044 28.482936 18.2356
1045 28.482936 18.2356
1046 28.482936 18.2356
1047 28.482936 18.2356
1048 28.482936 18.2356
1049 28.482936 18.2356
1050 28.482936 18.2356
1051 28.482936 18.2356
1052 28.482936 18.2356
1053 28.482936 18.2356
1054 28.482936 18.2356
1055 28.482936 18.2356
1056 28.482936 18.2356
1057 28.482936 18.2356
1058 28.482936 18.2356
1059 28.482936 18.2356
1060 28.482936 18.2356
1061 28.482936 18.2356
1062 28.482936 18.2356
1063 28.482936 18.2356
1064 28.482936 18.2356
1065 28.482936 18.2356
1066 28.482936 18.2356
1067 28.482936 18.2356
1068 28.482936 18.2356
1069 28.482936 18.2356
1070 28.482936 18.2356
1071 28.482936 18.2356
1072 28.482936 18.2356
1073 28.482936 18.2356
1074 28.482936 18.2356
1075 28.482936 18.2356
1076 28.482936 18.2356
1077 28.482936 18.2356
1078 28.482936 18.2356
1079 28.482936 18.2356
1080 28.482936 18.2356
1081 28.482936 18.2356
1082 28.482936 18.2356
1083 28.482936 18.2356
1084 28.482936 18.2356
1085 28.482936 18.2356
1086 28.283016 17.96848
1087 28.283016 17.96848
1088 28.283016 17.96848
1089 28.283016 17.96848
1090 28.083096 17.76488
1091 28.083096 17.76488
1092 28.083096 17.76488
1093 28.083096 17.76488
1094 27.983096 17.64064
1095 27.983096 17.64064
1096 27.983096 17.64064
1097 27.983096 17.64064
1098 27.983096 17.64064
1099 27.983096 17.64064
1100 27.983096 17.64064
1101 27.983096 17.64064
1102 27.983096 17.64064
1103 27.983096 17.64064
1104 27.983096 17.64064
1105 27.983096 17.64064
1106 27.983096 17.64064
1107 27.583256 17.23344
1108 27.583256 17.23344
1109 27.783256 17.48192
1110 27.783256 17.48192
1111 27.783256 17.48192
1112 27.783256 17.48192
1113 27.783256 17.48192
1114 27.783256 17.48192
1115 27.783256 17.48192
1116 27.783256 17.48192
1117 27.783256 17.48192
1118 27.583336 17.27832
1119 27.583336 17.27832
1120 27.583336 17.27832
1121 27.583336 17.27832
1122 27.583336 17.27832
1123 27.583336 17.27832
1124 27.583336 17.27832
1125 27.583336 17.27832
1126 27.583336 17.27832
1127 27.583336 17.27832
1128 27.583336 17.27832
1129 27.583336 17.27832
1130 27.583336 17.27832
1131 27.583336 17.27832
1132 27.583336 17.27832
1133 27.583336 17.27832
1134 27.583336 17.27832
1135 27.583336 17.27832
1136 27.733256 17.29944
1137 27.733256 17.29944
1138 27.733256 17.29944
1139 27.733256 17.29944
1140 27.733256 17.29944
1141 27.733256 17.29944
1142 27.733256 17.29944
1143 27.733256 17.29944
1144 27.733256 17.29944
1145 27.733256 17.29944
1146 27.733256 17.29944
1147 27.733256 17.29944
1148 27.733256 17.29944
1149 27.733256 17.29944
1150 27.733256 17.29944
1151 27.733256 17.29944
1152 27.733256 17.29944
1153 27.733256 17.29944
1154 27.733256 17.29944
