# timestamp cpu_usage_total memory_usage memory_working_set power
0 1462802864 0 0 7201734656.0 4292788224.0 439086.599954719
1 1462802865 0 0.05482709746588694 7202271232.0 4293324800.0 438566.42972589505
2 1462802866 0 0.20967845257353415 7203426304.0 4294483968.0 438652.8290469027
3 1462802867 0 0.24764906492315783 7203901440.0 4294959104.0 438783.0595742852
4 1462802868 0 0.18231492148318734 7204278272.0 4295335936.0 438969.61379887455
5 1462802869 0 0.13975335791881338 7205609472.0 4296667136.0 438864.8604059608
6 1462802870 1 0.20654695841264314 7364931584.0 4453834752.0 438970.1021305248
7 1462802871 1 1.4157173129695648 7365595136.0 4454498304.0 448309.52747507463
8 1462802872 1 2.736326647716117 7213252608.0 4302159872.0 449258.6614299636
9 1462802873 1 0.17516335058715599 7214596096.0 4303503360.0 448002.6952289735
10 1462802874 1 2.234770819265998 7214854144.0 4303761408.0 447583.7571186001
11 1462802875 2 2.259627354436932 7763922944.0 4850675712.0 450231.70163489785
12 1462802876 2 3.7938409732990412 7764828160.0 4851580928.0 460301.90741578606
13 1462802877 2 0.03496910153256705 7227117568.0 4313874432.0 456450.2047722823
14 1462802878 2 4.367219386616384 7227146240.0 4313903104.0 456050.8226453556
15 1462802879 2 4.227911659270225 7226380288.0 4313137152.0 456325.53448091564
16 1462802880 3 4.178275875053788 7508963328.0 4593565696.0 458372.7271608912
17 1462802881 3 3.2483852453694495 7510175744.0 4594778112.0 468804.6526616682
18 1462802882 3 6.678492353234954 7253262336.0 4337868800.0 465421.65260345204
19 1462802883 3 4.186025039646558 7254753280.0 4339359744.0 465142.69620244356
20 1462802884 3 4.241698575138057 7241289728.0 4325875712.0 464739.4911335005
21 1462802885 4 2.1850328664270076 7242428416.0 4327014400.0 468398.6919643291
22 1462802886 4 8.650530087966885 7253176320.0 4335632384.0 477792.3025251338
23 1462802887 4 0.09421580987953534 7253221376.0 4335677440.0 474351.25100062473
24 1462802888 4 8.197883817756413 7251902464.0 4334358528.0 474953.0719082934
25 1462802889 4 2.434499344761737 7256653824.0 4339089408.0 474079.6819310202
26 1462802890 5 8.238103995958694 7257235456.0 4339671040.0 473925.92029891873
27 1462802891 5 6.510422617886481 7885430784.0 4965732352.0 482604.02350021485
28 1462802892 5 6.231871572084343 7268839424.0 4349145088.0 485186.94367169816
29 1462802893 5 6.257815728067133 7269408768.0 4349714432.0 482995.5809882763
30 1462802894 5 8.301765442182981 7271899136.0 4352163840.0 483230.46910191723
31 1462802895 6 6.532564112834392 7274434560.0 4354699264.0 483421.671040118
32 1462802896 6 10.27105192830592 7310630912.0 4388790272.0 491481.3344818012
33 1462802897 6 6.50652873484572 7310901248.0 4389060608.0 492883.8322737657
34 1462802898 6 6.133525500985374 7286812672.0 4364972032.0 487959.85073064984
35 1462802899 6 5.260241322020528 7287578624.0 4365737984.0 487316.02731922327
36 1462802900 7 11.580793765661408 7291486208.0 4369592320.0 487335.8794446135
37 1462802901 7 1.093428927747766 7291879424.0 4367941632.0 493480.7138517997
38 1462802902 7 12.854252752991323 7291887616.0 4367949824.0 497562.8758536623
39 1462802903 7 8.196353312308485 7292334080.0 4368396288.0 491175.2053766826
40 1462802904 7 10.286133338811725 7295266816.0 4371300352.0 491997.43605431815
41 1462802905 8 2.1329632476821194 7294287872.0 4370321408.0 493588.9655853006
42 1462802906 8 14.96320677345974 7295787008.0 4369711104.0 504473.8036556807
43 1462802907 8 10.413756469797802 7294971904.0 4368896000.0 497467.049198232
44 1462802908 8 7.156305862646889 7295488000.0 4369412096.0 496461.0451585343
45 1462802909 8 10.304622504097392 7295496192.0 4369420288.0 496404.7460059248
46 1462802910 9 4.159642091785835 8222810112.0 5294579712.0 497805.93412602355
47 1462802911 9 13.749495666300867 8222089216.0 5293858816.0 507636.495903759
48 1462802912 9 14.914659206781437 7313321984.0 4385132544.0 502403.55026226933
49 1462802913 9 8.222623040138263 7313039360.0 4384849920.0 500803.13415948267
50 1462802914 9 6.223781556268166 7313084416.0 4384894976.0 499956.8468000161
51 1462802915 10 8.096268737679027 7970078720.0 5039734784.0 500611.77520806703
52 1462802916 10 15.490198108125403 7970119680.0 5039775744.0 508738.66926345427
53 1462802917 10 16.297150309177166 7302078464.0 4371800064.0 511276.4164137945
54 1462802918 10 2.0568163670348345 7301976064.0 4371697664.0 504268.29304439604
55 1462802919 10 13.210034324754842 7302406144.0 4372103168.0 504444.53029047383
56 1462802920 11 10.217396723660478 7308181504.0 4377878528.0 504968.2999054649
57 1462802921 11 9.644738363053118 7957004288.0 5024571392.0 512770.9923962486
58 1462802922 11 13.295290979059278 7314796544.0 4382367744.0 516527.5699911236
59 1462802923 11 12.554739878273166 7316852736.0 4384423936.0 514120.91547224275
60 1462802924 11 8.246034488335706 7317413888.0 4384985088.0 514031.750067075
61 1462802925 12 14.282139976483991 7317487616.0 4385058816.0 514303.4786406757
62 1462802926 12 19.490665988701785 7707963392.0 4773380096.0 519524.03543120157
63 1462802927 12 7.330197547781658 7326097408.0 4391518208.0 524814.6746580584
64 1462802928 12 12.176408257293796 7326126080.0 4391546880.0 521760.66031222953
65 1462802929 12 10.184000818836981 7326257152.0 4391677952.0 522287.2745346846
66 1462802930 13 14.303916484133133 7326310400.0 4391731200.0 522331.11059312266
67 1462802931 13 21.38469008049473 7763668992.0 4826935296.0 529112.063901111
68 1462802932 13 10.142175775286653 7339220992.0 4402491392.0 533982.1238233569
69 1462802933 13 16.46092934409277 7343652864.0 4406923264.0 531323.1347205656
70 1462802934 13 11.36308462464433 7343239168.0 4406509568.0 531836.1677380269
71 1462802935 14 15.446870924862925 7347122176.0 4410347520.0 532383.8099516794
72 1462802936 14 11.144446657467828 7353745408.0 4414865408.0 542986.7662474507
73 1462802937 14 23.719196876204833 7353847808.0 4414967808.0 540102.169920937
74 1462802938 14 18.400063678894373 7353671680.0 4414791680.0 540782.5416607301
75 1462802939 14 16.216912328633935 7353278464.0 4414398464.0 539719.1170869237
76 1462802940 15 17.62726681158992 7353393152.0 4414468096.0 540555.3423586913
77 1462802941 15 13.45890361909398 7364636672.0 4423606272.0 546691.0187265739
78 1462802942 15 18.557232155508654 7366701056.0 4425670656.0 552694.996666864
79 1462802943 15 7.183028578615547 7368830976.0 4427800576.0 549029.6661203753
80 1462802944 15 25.40153060248357 7368847360.0 4427816960.0 548171.4417032916
81 1462802945 16 20.29385884991568 7372759040.0 4431683584.0 548394.38112701
82 1462802946 16 5.099681351505289 8126025728.0 5182840832.0 552111.3094826215
83 1462802947 16 26.416417940187586 8130420736.0 5187235840.0 552696.4396346284
84 1462802948 16 6.0516923814345995 7393845248.0 4450693120.0 553585.2027622345
85 1462802949 16 26.602594553774082 7394033664.0 4450881536.0 553686.6867617301
86 1462802950 17 10.059513579142095 7732916224.0 4787609600.0 553395.9214387997
87 1462802951 17 24.93083404448916 7735508992.0 4790202368.0 557836.7279071643
88 1462802952 17 20.39133439765434 8020692992.0 5075390464.0 561307.0229169558
89 1462802953 17 9.961455549189832 7424233472.0 4478992384.0 557720.1035315599
90 1462802954 17 25.230881089127415 7425183744.0 4479942656.0 557059.3760457651
91 1462802955 18 14.27648982171285 7441702912.0 4496420864.0 558466.4162246664
92 1462802956 18 27.591414970234794 7443804160.0 4498522112.0 557886.0989582706
93 1462802957 18 14.140415296295831 7951695872.0 5004275712.0 556716.3567186918
94 1462802958 18 20.286920097017187 7956373504.0 5008953344.0 557539.6560627004
95 1462802959 18 20.290015321586814 8359088128.0 5411667968.0 557388.2277121837
96 1462802960 19 22.21093509237197 8705150976.0 5757726720.0 556925.27488022
97 1462802961 19 27.964616494337704 7708762112.0 4759191552.0 559628.4191048034
98 1462802962 19 13.108584905797102 8026947584.0 5077381120.0 561230.4240990878
99 1462802963 19 20.353619933062454 7497322496.0 4547817472.0 561484.6072511444
100 1462802964 19 13.038589012426183 7497674752.0 4548169728.0 560744.9304928619
101 1462802965 20 28.273432456228377 7500390400.0 4550844416.0 561055.7696969535
102 1462802966 20 7.981534127604166 7603118080.0 4651458560.0 560898.2168551008
