1473851890	87635.827066476 87722.824709151 87849.785962366 87853.251308901 87896.509735867
1473851891	87816.951693023 87852.814355093 88069.876464567 88114.986639737 88205.005694865
1473851892	87810.26885276 87810.26885276 88022.410765019 88205.005694865 88378.251308901
1473851893	87766.07984457 87853.251308901 87892.62090099 87941.29886835 87983.900497415
1473851894	87766.07984457 87853.251308901 87858.130903324 87983.900497415 88035.570700536
1473851895	87809.884600515 87856.786662436 87897.494112405 87936.419625732 88158.682020511
1473851896	87765.096695434 87766.07984457 87809.884600515 87940.205116641 88024.343120315
1473851897	87765.751308901 87812.594743244 87940.751308901 87945.17050082 88036.923481709
1473851898	87763.797214608 87849.785962366 87893.102794049 87896.019388701 87940.751308901
1473851899	87852.814355093 87853.68935646 88030.227469503 88154.616073169 88199.768721836
1473851900	87722.824709151 87723.654331571 87809.884600515 87853.68935646 88073.426747497
1473851901	87722.549554515 87769.411004718 87813.377891179 87897.988151006 88333.463543607
1473851902	87766.409203637 87809.118974319 87850.215373337 87852.814355093 87941.29886835
1473851903	87722.549554515 87766.07984457 87896.019388701 87898.979952117 88118.056829603
1473851904	87766.07984457 87810.26885276 87853.68935646 87940.751308901 88072.713136185
1473851905	87722.549554515 87767.070404378 87810.26885276 87940.205116641 89404.485876802
1473851906	87635.160856639 87765.751308901 87852.378490945 87853.68935646 88028.90838024
1473851907	87725.051055415 87766.07984457 87766.409203637 87852.814355093 88550.632855035
1473851908	87897.001308901 87941.847800129 88073.426747497 88333.463543607 89169.917975567
1473851909	87677.380662134 87678.689905392 87853.251308901 87940.751308901 91304.749436241
1473851910	87849.35761298 87853.68935646 87940.751308901 87986.312789453 88815.751308901
1473851911	87722.824709151 87765.423593545 87813.770954021 87897.494112405 91051.43654044
1473851912	87850.215373337 87899.976749707 87977.973873635 87983.301184212 88554.565451579
1473851913	87808.357161952 87809.501308901 87853.251308901 88160.322648074 88204.127404019
1473851914	87722.549554515 87766.409203637 87896.019388701 87897.988151006 91003.251308901
1473851915	87719.835467316 87766.739389202 88026.942081968 88599.742536971 89343.051058588
1473851916	87765.423593545 87768.738034564 87854.128501883 87984.501308901 88642.174963469
1473851917	87722.275088625 87722.824709151 87852.814355093 87940.205116641 88247.001308901
1473851918	87722.549554515 87763.474357228 87897.001308901 87899.976749707 88074.142149553
1473851919	87722.549554515 87766.739389202 87810.26885276 87935.350074333 87989.976972617
1473851920	87809.501308901 87809.501308901 87848.504083253 87896.509735867 87903.505438507
1473851921	87679.130705885 87809.501308901 88423.151183744 88476.702636334 89647.001308901
1473851922	87677.814899923 87766.409203637 87938.033917596 90354.128501883 91878.251308901
1473851923	87766.07984457 87811.040253624 87854.568749302 87942.949801363 87982.107030294
1473851924	87766.07984457 87809.501308901 87855.896145173 87985.103624295 88036.923481709
1473851925	87723.100555132 87766.409203637 87892.140197789 88240.549945827 88466.955939689
1473851926	87809.884600515 87853.68935646 87899.477723995 87902.490852627 88030.889499855
1473851927	87722.275088625 87766.409203637 87853.251308901 88066.370120782 88153.808929718
1473851928	87809.501308901 87809.501308901 87897.494112405 88116.51789213 90928.596352815
1473851929	87766.739389202 87854.568749302 87980.3268975 88817.393987248 90696.839471663
1473851930	87765.423593545 87770.42688142 87853.251308901 88124.290599141 88158.682020511
1473851931	87720.642613248 87809.118974319 87813.770954021 88117.28639662 88810.847821976
1473851932	87722.001308901 87849.785962366 88074.142149553 88380.444291357 90222.549554515
1473851933	87720.642613248 87769.411004718 87939.660286457 88028.251308901 96686.419625732
1473851934	87722.549554515 87722.824709151 88114.223877479 88326.271110881 96570.835789501
1473851935	87766.07984457 87766.409203637 87854.568749302 88153.808929718 98861.741874938
1473851936	87636.500039865 87766.07984457 87986.919650609 88028.90838024 103005.13336662
1473851937	87722.275088625 87768.738034564 87809.884600515 87893.102794049 102307.54423819
1473851938	87634.995349051 87807.221532226 88158.682020511 88201.50567299 105179.57372704
1473851939	87766.07984457 87809.501308901 88116.51789213 88595.635828251 98619.322737472
1473851940	87722.549554515 87725.051055415 87769.411004718 91664.703123669 94228.915025715
1473851941	87722.824709151 87763.474357228 87853.251308901 94924.832237382 96746.054813281
1473851942	87809.884600515 87852.814355093 87939.116813259 91696.189518232 96605.01010287
1473851943	87766.409203637 87766.739389202 87985.707449251 94867.002893184 96585.529789913
1473851944	87809.501308901 87853.251308901 88072.001308901 94662.342217991 96842.296596538
1473851945	87765.751308901 87809.501308901 93599.742536971 97008.883348951 97571.744459585
1473851946	87722.824709151 87771.793508389 93424.968480618 96679.281271447 96938.033917596
1473851947	87763.797214608 87809.501308901 92847.431534182 96639.442986076 96992.532519493
1473851948	87809.884600515 87984.501308901 90158.723945716 94538.87471857 96830.773102176
1473851949	87678.910029101 87897.001308901 92652.877244063 96700.694490719 99846.037992008
1473851950	87809.501308901 87897.494112405 96562.594743244 96700.694490719 100507.02964643
1473851951	87722.824709151 87853.251308901 96700.694490719 99509.580422825 100661.81908384
1473851952	0 87985.707449251 88202.377401285 99096.450301344 101992.02936376
1473851953	0 87852.378490945 88027.595878189 97680.242459343 101065.7513089
1473851954	0 87810.26885276 87901.481397396 99874.32049129 104605.52403617
1473851955	87809.118974319 87853.68935646 95472.203443441 103592.67196381 106346.0186045
1473851956	87762.51056816 87896.509735867 97594.16039981 103680.83317288 104017.64430014
1473851957	87767.402252297 87851.510015368 98818.319802051 102126.83976561 103810.5623374
1473851958	87723.100555132 87809.501308901 95656.070299998 102477.9348532 103810.5623374
1473851959	87811.427409529 88116.51789213 93866.887672537 100242.71491043 106413.83065399
1473851960	87810.26885276 87945.17050082 95378.251308901 100853.31404416 105811.61585322
1473851961	87722.549554515 87853.68935646 95008.124603248 103728.12568076 106718.0754295
1473851962	87809.501308901 87853.68935646 96420.062400755 104389.21622118 105529.56709837
1473851963	87635.493122503 87896.509735867 100129.83358738 103845.32371839 109099.94342086
1473851964	87809.501308901 87897.494112405 103845.32371839 111169.05441771 113400.68720634
1473851965	87680.91628352 87809.501308901 105357.84010509 113753.2513089 114224.15243531
1473851966	87722.275088625 87806.844865282 105286.56388673 109713.85102996 112597.59093154
1473851967	87810.26885276 88291.736915909 105117.33214332 108991.18696574 109072.50162656
1473851968	87678.910029101 87809.501308901 103328.49402735 109839.93472599 110009.93580088
1473851969	87763.797214608 87809.501308901 105109.8286536 109300.71966333 113267.14019779
1473851970	87809.118974319 87853.251308901 104522.48207813 105554.95370487 108715.37252102
1473851971	87765.751308901 87853.68935646 102071.31413613 103701.23365442 106709.5013089
1473851972	87723.100555132 87896.509735867 104714.91163843 105619.78247421 107103.2513089
1473851973	87503.251308901 87852.814355093 88247.932159964 106485.55219386 109688.80548076
1473851974	87679.130705885 87766.07984457 99169.917975567 106253.2513089 109864.36242001
1473851975	87809.501308901 87940.751308901 99094.746154261 108819.04078258 110455.51261543
1473851976	87810.26885276 87853.68935646 100402.85500771 102718.76855028 105422.54512983
1473851977	87766.739389202 88247.932159964 95968.790970799 102165.41347106 105397.98815101
1473851978	87766.409203637 87809.884600515 96759.830256269 102035.67026152 108503.2513089
1473851979	87766.07984457 88338.678444579 98076.167975567 101395.69689149 108338.88666802
1473851980	87807.221532226 91064.809097845 98076.167975567 103078.47254784 107646.82184573
1473851981	87723.100555132 87853.251308901 98076.167975567 102572.69575334 105391.18234338
1473851982	87678.910029101 88247.001308901 98251.982273368 103078.2513089 106456.16332873
1473851983	87678.689905392 87857.233609785 96297.443228092 103049.04804667 104040.7513089
1473851984	87763.474357228 87856.786662436 95019.720347109 100847.28211763 103726.04260211
1473851985	87766.409203637 87939.116813259 97364.886529026 101289.78243978 107582.19867732
1473851986	87853.68935646 88115.751308901 96567.353873003 102597.82886249 108961.01697648
1473851987	87722.824709151 87809.884600515 96363.452820236 105311.81554064 109668.45781704
1473851988	87722.549554515 87985.103624295 95470.003227059 105490.59308105 111593.02687
1473851989	87678.689905392 87809.884600515 95290.751308901 102677.16435238 111882.85818851
1473851990	87808.73759319 88028.90838024 94890.638696288 102433.00865245 109715.64068943
1473851991	87806.844865282 87985.103624295 94903.748821338 101237.42852409 109655.15004308
1473851992	87809.501308901 87810.26885276 95473.989222387 100974.94942211 112190.34387735
1473851993	87850.215373337 87983.900497415 95009.711257221 100828.12440535 105866.3153173
1473851994	87722.549554515 87812.985822175 94904.525194251 99035.818358709 105177.66991355
1473851995	87806.09432497 87810.654069252 94806.050291089 97169.077286202 105177.66991355
1473851996	87766.07984457 87853.68935646 97484.239902056 99229.139633774 103419.04078258
1473851997	87678.910029101 87939.116813259 95135.509373417 99616.85764972 101767.4022523
1473851998	87810.26885276 87896.509735867 98391.1606288 103780.25257955 104322.57376812
1473851999	87766.07984457 87853.251308901 96739.362420012 102763.0738691 105688.62989898
1473852000	87723.100555132 87897.001308901 97255.159705847 105068.79438006 106513.87547889
1473852001	87722.549554515 87810.26885276 97761.112944121 105068.79438006 109406.18872908
1473852002	87678.689905392 87897.001308901 97755.776561426 105440.7513089 109918.98164598
1473852003	87723.377095064 87766.409203637 98412.920520096 100089.02005096 109795.96487674
1473852004	87724.490246954 87812.594743244 97698.711586328 99924.037113717 110021.9545508
1473852005	87722.824709151 87849.785962366 97680.242459343 102605.10316075 113024.99043934
1473852006	87722.824709151 87809.884600515 96585.529789913 100236.71434392 111376.84329889
1473852007	87722.275088625 87852.814355093 97169.077286202 100191.29076636 109712.26257298
1473852008	87723.100555132 87941.29886835 96996.280459724 100110.30420563 106801.49692294
1473852009	87766.07984457 87984.501308901 96878.251308901 100182.49659192 109868.03118311
1473852010	87680.691106112 88028.251308901 98312.715816995 102038.28315603 109378.2513089
1473852011	87810.26885276 87977.389239935 97237.764583237 100897.22872421 109135.19575334
1473852012	87722.824709151 87856.786662436 99770.839248599 101468.11956486 109465.7513089
1473852013	87763.797214608 87811.040253624 99199.342103352 100711.6375859 105620.37977238
1473852014	87809.501308901 87940.751308901 97647.542400494 100538.04512333 105025.20864893
1473852015	87867.834642234 87897.494112405 97678.689905392 99915.246093777 103384.5013089
1473852016	87766.07984457 87896.019388701 97572.959800662 100819.89711616 105311.81554064
1473852017	87679.130705885 88117.28639662 98391.1606288 99593.363949702 108352.42748127
1473852018	87809.884600515 87983.301184212 98917.264047754 101907.09746275 109627.14511421
1473852019	87767.070404378 87853.68935646 98224.770296242 100171.16175666 105729.66640324
1473852020	87767.070404378 87896.019388701 97641.790351722 101479.49565279 105529.56709837
1473852021	87810.654069252 87940.751308901 97755.776561426 103657.09746275 105418.35742625
1473852022	87767.070404378 87896.019388701 97289.14551545 102389.32725827 103176.20728374
1473852023	87680.242459343 87766.739389202 97711.584642234 102277.12065563 102849.40515505
1473852024	87722.549554515 87899.477723995 99111.291509906 100606.04318707 101870.25898153
1473852025	87809.501308901 87810.654069252 98518.479735296 100015.97395521 101583.71107902
1473852026	87809.884600515 88117.28639662 99480.437620688 100826.11563051 101183.45435459
1473852027	87766.07984457 88069.876464567 97691.457080544 100689.71363329 101033.03584629
1473852028	87678.689905392 87852.814355093 97137.089692739 101291.13009678 101734.50925045
1473852029	87722.824709151 87853.68935646 101390.0672293 102075.57835293 105676.32823198
1473852030	87765.751308901 87853.68935646 98357.681688647 102013.30156016 104228.51172557
1473852031	87722.549554515 87897.988151006 97914.643713964 100910.33095492 103379.99844994
1473852032	87722.549554515 87810.26885276 98074.317298748 100209.96965515 102164.80941873
1473852033	87766.409203637 87852.378490945 97389.758244588 99578.478286851 104389.21622118
1473852034	87722.824709151 88465.751308901 97389.758244588 103259.87173765 105397.0013089
1473852035	87679.130705885 88074.859349102 97036.66871117 99794.658531815 99949.657361864
1473852036	87766.409203637 87896.509735867 97301.485861233 100815.59387817 103108.3468503
1473852037	87765.751308901 87983.900497415 99081.867661102 101930.73222493 104451.54891294
1473852038	87722.549554515 87809.884600515 98147.807003519 100863.7018721 103874.21905084
1473852039	87722.824709151 88072.001308901 98907.745690923 102034.09963795 109905.02570687
1473852040	87765.751308901 91143.602186093 100012.75701232 106570.08611344 111557.47577296
1473852041	87723.377095064 87853.251308901 99420.972827888 104981.83148026 105618.82919835
1473852042	87722.549554515 87812.985822175 98722.919252706 102666.9792686 106195.9402804
1473852043	87809.501308901 87896.019388701 99214.27792487 101556.28161193 108830.68493722
1473852044	87766.409203637 87896.019388701 98784.977197225 104479.56053583 110068.4687002
1473852045	87722.275088625 88028.251308901 98784.977197225 106123.07565018 109613.11398056
1473852046	87766.409203637 88028.90838024 97402.24120789 108899.47772399 109847.39095977
1473852047	87634.995349051 87941.847800129 98365.320274418 107744.76566921 108189.03684506
1473852048	87809.884600515 87857.233609785 99498.136219386 107287.788698 107846.3885638
1473852049	87766.07984457 87935.350074333 98902.742403048 107810.26885276 107964.78977044
1473852050	87722.549554515 87944.613225672 99214.447237654 107303.00099601 109079.95585436
1473852051	87853.68935646 88241.464708404 97870.339916495 108565.59227582 113664.41882159
1473852052	87765.751308901 87853.251308901 97503.251308901 106128.72419667 108367.70497418
1473852053	87678.689905392 87896.019388701 97572.959800662 109389.1073883 109476.93551943
1473852054	87764.120874118 87897.494112405 97008.327451032 109230.41025759 109520.79516855
1473852055	87722.275088625 87810.26885276 97661.679699268 108529.53416247 109603.88023972
1473852056	87766.739389202 87810.26885276 98186.520785273 107654.76646042 107743.1502988
1473852057	87809.118974319 88119.603510158 98621.421575737 108620.06774022 109760.10916426
1473852058	87766.409203637 87899.477723995 99684.840211801 107810.85082639 108345.94793811
1473852059	87678.47033268 87766.409203637 98901.718741851 106594.16039981 107540.7513089
1473852060	87762.83103696 87853.68935646 98583.653318951 106976.93551943 109038.3390282
1473852061	87722.275088625 87853.251308901 97755.776561426 105857.44404983 108099.23625244
1473852062	87721.455797679 87854.128501883 97610.439202974 104581.83179052 109383.69962771
1473852063	87766.07984457 87988.137958775 98864.507853403 103670.99324438 109383.69962771
1473852064	87722.275088625 88116.51789213 98890.388761612 104509.66156531 109613.11398056
1473852065	87809.501308901 87853.68935646 98520.950423945 109537.0435492 114382.1920403
1473852066	87765.751308901 87768.738034564 99981.127415095 109527.21095581 113176.19881899
1473852067	87679.351937831 87853.68935646 101212.31931898 109583.49822248 115885.23100433
1473852068	87766.409203637 87854.128501883 97629.037472423 109295.70413909 112007.58835971
1473852069	87722.275088625 87896.019388701 98151.63036127 109671.39290182 111902.50037023
1473852070	87809.501308901 88072.713136185 101705.51261543 109329.33826542 113132.14296519
1473852071	87678.910029101 87766.07984457 101623.79251431 109652.37411592 109812.41161424
1473852072	87766.409203637 87939.660286457 100238.73517987 109238.20649456 109438.33245746
1473852073	87809.501308901 87854.568749302 99782.380630283 109767.99409435 110124.67098511
1473852074	87635.326780599 87809.118974319 100472.79445611 110124.67098511 110222.54955451
1473852075	87723.100555132 87809.501308901 98073.426747497 112503.2513089 114658.42372269
1473852076	87679.573727037 87853.68935646 98625.571611549 109863.09485518 111060.94361659
1473852077	87766.409203637 88116.51789213 98565.198211555 105484.5013089 109378.2513089
1473852078	87766.409203637 87894.555656727 97465.467933586 109264.90933999 109684.5013089
1473852079	87722.275088625 87812.985822175 97836.165881765 107278.2513089 109592.33537415
1473852080	87723.100555132 87853.251308901 98095.937311423 109345.35657206 112419.82527998
1473852081	87849.35761298 87984.501308901 97553.629142654 110399.63083449 111080.00242664
1473852082	87722.549554515 87809.501308901 97779.286440645 109197.10325369 109763.95659857
1473852083	87679.130705885 87897.494112405 98451.743771212 109438.93857246 109510.82706648
1473852084	87766.07984457 87809.884600515 97704.256334026 107547.11095802 109449.43403731
1473852085	87766.07984457 87980.918802697 99418.144925922 109339.33771297 109696.23376504
1473852086	87809.884600515 87852.814355093 97726.465594615 108950.44817983 110397.98815101
1473852087	87809.501308901 87853.251308901 97862.193374392 108853.71244197 109167.75065871
1473852088	87766.07984457 87809.884600515 97660.28648478 108537.94771534 110610.98611553
1473852089	87766.409203637 87982.703363695 97634.830256269 109451.63840567 110610.98611553
1473852090	87722.824709151 87896.019388701 97958.947511432 110142.49181523 112981.19248537
1473852091	87809.118974319 87810.654069252 97711.584642234 109280.05928895 112422.20392735
1473852092	87766.07984457 87852.814355093 97875.256353037 109740.09341416 114567.81587347
1473852093	87678.910029101 87766.07984457 98713.843994903 109485.23329088 110081.08443468
1473852094	87852.378490945 88157.864775235 101353.75382146 110142.49181523 110318.06612372
1473852095	87722.824709151 88028.251308901 98404.890653163 110318.06612372 110588.35769188
1473852096	87679.130705885 87809.501308901 97333.226119984 109389.44056721 111831.9840567
1473852097	87722.549554515 87809.501308901 97370.507946069 109791.59486718 111831.9840567
1473852098	87722.275088625 87940.751308901 97313.857369507 109589.76530381 111831.9840567
1473852099	0 87769.411004718 89213.77762469 108477.19671833 108811.12167927
1473852100	87806.844865282 90876.21751666 98025.263887517 110102.08000583 110200.22100587
1473852101	87809.501308901 87940.751308901 97807.819836819 110031.48217465 110576.96479986
1473852102	87678.910029101 87722.549554515 98699.724860538 109443.54981636 111170.8730854
1473852103	87766.07984457 87853.251308901 97630.1548622 107683.82416071 109249.0792935
1473852104	87722.824709151 87809.884600515 97623.20080385 107799.9020266 109234.02053967
1473852105	87770.42688142 88331.395767182 98025.263887517 107799.9020266 112312.32052131
1473852106	87722.824709151 87809.501308901 97647.542400494 107799.9020266 112312.32052131
1473852107	87722.824709151 87896.019388701 97402.24120789 113720.96348602 117503.2513089
1473852108	87811.040253624 87897.001308901 98105.279192297 109763.95659857 115824.25722606
1473852109	87722.549554515 87766.739389202 97641.790351722 109323.15055323 114003.93343714
1473852110	87722.824709151 87852.814355093 99096.450301344 108219.34763336 112353.70644544
1473852111	87722.275088625 87893.102794049 97345.622052911 105573.4267475 109340.11307727
1473852112	87810.26885276 87852.814355093 98462.847268496 105372.81652629 110169.05104882
1473852113	87722.824709151 87940.205116641 97108.514466795 105311.81554064 109533.70816169
1473852114	87722.549554515 88160.322648074 97012.685271165 105706.76889684 108805.7723173
1473852115	87766.739389202 87852.378490945 97327.812712409 105706.76889684 111364.82957539
1473852116	87679.130705885 87809.118974319 97036.66871117 107794.39054941 108342.62328958
1473852117	87722.549554515 87809.501308901 96616.45885607 108947.19241875 114045.66776134
1473852118	87678.689905392 87938.574691985 96716.097656508 107975.79281592 108421.75066207
1473852119	87722.549554515 87809.884600515 97283.953063286 107672.74283432 109517.22843724
1473852120	87591.301623366 87897.988151006 98224.770296242 105536.24623276 106724.92005112
1473852121	87722.275088625 87853.251308901 97717.087786888 105003.2513089 105935.71723207
1473852122	87722.001308901 87809.501308901 97287.241143716 105381.26909797 109203.2513089
1473852123	87722.824709151 87766.409203637 97422.102744606 109361.82452542 110927.37582252
1473852124	87679.130705885 87853.251308901 97553.629142654 106757.63727381 109515.82992525
1473852125	87722.275088625 87809.118974319 98932.730343208 105838.67844458 106035.24629008
1473852126	87809.884600515 88157.049565439 98493.163036517 103660.4840133 105715.335156
1473852127	87809.501308901 87853.68935646 97408.911686259 105381.26909797 106012.02323873
1473852128	87766.07984457 87809.884600515 98029.567098374 106199.45384055 108195.07520827
1473852129	87763.474357228 87766.07984457 97213.213477879 108626.98868264 109311.62694342
1473852130	87766.07984457 87766.409203637 98380.444291357 108626.98868264 112789.16483749
1473852131	87678.910029101 87853.251308901 97634.830256269 108798.43203179 111890.62754652
1473852132	87722.275088625 87809.501308901 96683.579177753 107861.29150991 109660.87404792
1473852133	87765.751308901 87853.251308901 96565.751308901 105991.33161003 109250.39235083
1473852134	87766.07984457 88115.751308901 97872.001308901 105817.71671771 109257.63727381
1473852135	87851.077395857 87982.703363695 97578.345176235 105574.8593491 109740.09341416
1473852136	87850.215373337 88026.942081968 104038.3390282 105498.10992073 110367.57291694
1473852137	87809.118974319 87816.550541637 101724.77029624 105834.5013089 109843.67684082
1473852138	87722.549554515 87854.128501883 105024.99043934 108081.14075614 108422.27444515
1473852139	87722.275088625 87769.074093711 102627.78431015 106942.7979084 110147.54661091
1473852140	87766.07984457 87853.251308901 102453.4381084 105594.61551416 112703.2513089
1473852141	87766.07984457 87897.494112405 105559.15982224 110632.16244782 114338.05584862
1473852142	87853.251308901 88161.146045743 105550.81075821 109123.50447346 110925.98438681
1473852143	87766.409203637 87941.847800129 105312.59474324 109123.50447346 109587.12227664
1473852144	87766.07984457 87809.501308901 103986.83716749 106889.21622118 112978.21921647
1473852145	87852.378490945 87896.019388701 100222.43809416 106889.21622118 110474.82753629
1473852146	87852.814355093 87853.251308901 101270.81197301 105486.16852309 108234.66617701
1473852147	87853.251308901 87984.501308901 102917.30400652 106256.04772948 110930.67066374
1473852148	87679.130705885 87810.654069252 104462.0141955 106319.04078258 109224.35683654
1473852149	87766.409203637 87809.501308901 102796.63457981 107143.85660524 111421.45711365
1473852150	87766.07984457 87896.509735867 100785.30259095 113172.54264748 114647.00919036
1473852151	87766.07984457 87896.019388701 100785.30259095 109597.0013089 117090.88017488
1473852152	87766.409203637 88159.501308901 98252.314979313 109597.0013089 113430.82437116
1473852153	87678.910029101 87767.070404378 100258.6107036 108200.36669352 113531.17009063
1473852154	87766.07984457 87897.494112405 98751.650796737 107842.87395041 113992.0850558
1473852155	87678.47033268 87941.29886835 100562.29653503 109066.15662667 113607.23076975
1473852156	87723.100555132 87808.73759319 101662.5433443 105906.19971185 112852.67951729
1473852157	87766.07984457 87852.814355093 100721.57000401 105680.5297109 112273.15180641
1473852158	87591.301623366 87848.930321246 99008.289092276 106254.81969033 110018.8958646
1473852159	87765.096695434 88246.072782059 99856.192485371 110865.7513089 113114.08254316
1473852160	87766.07984457 90788.60800477 99023.351811413 108143.15093249 113053.2513089
1473852161	87678.689905392 88117.28639662 98778.126930791 106748.88721912 109058.66692603
1473852162	87722.275088625 87853.68935646 99535.873642652 108250.44931637 110367.57291694
1473852163	87765.096695434 87766.409203637 98802.116378257 105375.59173443 111099.74253697
1473852164	87720.37289699 87810.654069252 100154.38481016 108398.11989463 109659.61953084
1473852165	87766.739389202 88072.001308901 98862.900431708 108441.92465058 109101.76432005
1473852166	87766.07984457 87985.103624295 98992.478178356 111043.07431775 111450.61972995
1473852167	87678.689905392 87809.501308901 98087.749402928 109515.82992525 112289.41483091
1473852168	87808.357161952 87852.814355093 98539.683469705 109732.39203119 114860.1088322
1473852169	87679.130705885 87722.275088625 100954.57874253 109383.75445355 114307.04877725
1473852170	87766.07984457 88026.289914131 102082.92508556 111811.23135878 116416.29478716
1473852171	87591.301623366 87941.29886835 101218.26403155 109323.70018671 113304.25256046
